#F nifilm-tof-2.dat
#D 2011-01-20 19:33:56
#C Title: Simulated 100 A Ni film
#C Detector Angle: (0.7, 'degree')

#N 5
#L Q(1/A) dQ(1/A) R() dR() L(A)
2.823673708226323228e-02 2.487191975437509986e-04 1.007070184514571448e-01 4.372090898739296010e-03 5.437007818728687880e+00
2.880147182390849908e-02 2.536935814946260359e-04 9.528857479387514706e-02 3.506152883491723150e-03 5.330399822283027333e+00
2.937750126038666740e-02 2.587674531245185631e-04 8.430989583333332871e-02 3.149522780773356210e-03 5.225882178708850745e+00
2.996505128559440526e-02 2.639428021870089593e-04 8.133026012512348246e-02 3.106863948283696431e-03 5.123413900694950840e+00
3.056435231130629274e-02 2.692216582307491927e-04 7.412475766906147234e-02 3.013241718645292850e-03 5.022954804602893120e+00
3.117563935753242185e-02 2.746060913953641972e-04 7.059771968213751636e-02 2.950350365912009481e-03 4.924465494708718083e+00
3.179915214468306134e-02 2.800982132232713424e-04 6.376619063434074697e-02 2.740326579083328124e-03 4.827907347753646050e+00
3.243513518757672881e-02 2.857001774877368614e-04 6.011286497096589299e-02 2.282967924802327929e-03 4.733242497797691684e+00
3.308383789132826602e-02 2.914141810374916235e-04 5.828749692143501970e-02 2.250339605650735365e-03 4.640433821370285372e+00
3.374551464915483134e-02 2.972424646582414332e-04 5.281749369217830087e-02 2.162591608916384928e-03 4.549444922912044831e+00
3.442042494213792825e-02 3.031873139514062771e-04 4.807609906590110810e-02 2.077993570050179570e-03 4.460240120502004579e+00
3.510883344098068848e-02 3.092510602304343798e-04 4.703079502338303880e-02 2.084483411690497487e-03 4.372784431864710442e+00
3.581101010980029808e-02 3.154360814350431639e-04 4.049225883287018574e-02 1.828968993465939549e-03 4.287043560651676799e+00
3.652723031199631154e-02 3.217448030637440858e-04 3.674889958030504861e-02 1.396429157709109690e-03 4.202983882991839337e+00
3.725777491823623749e-02 3.281796991250188395e-04 3.648113404210965444e-02 1.403783104150137543e-03 4.120572434305724840e+00
3.800293041660096627e-02 3.347432931075192434e-04 2.932173352666344462e-02 1.273118686421031943e-03 4.039776896378161730e+00
3.876298902493298393e-02 3.414381589696696283e-04 2.845595969661739513e-02 1.272871396110159502e-03 3.960565584684472284e+00
3.953824880543163611e-02 3.482669221490630176e-04 2.498881932021466967e-02 1.196607000891040853e-03 3.882907435965169185e+00
4.032901378154028077e-02 3.552322605920443387e-04 2.387520213069533118e-02 1.078248123072334409e-03 3.806771996044282957e+00
4.113559405717107792e-02 3.623369058038851268e-04 2.066434041781846365e-02 9.776436802711007800e-04 3.732129407886552119e+00
4.195830593831450378e-02 3.695836439199628575e-04 1.612162410435421731e-02 8.674172997020264267e-04 3.658950399888776683e+00
4.279747205708079455e-02 3.769753167983621624e-04 1.597594211070388001e-02 8.733106004186120446e-04 3.587206274400761341e+00
4.365342149822241252e-02 3.845148231343293861e-04 1.443906146100503406e-02 8.340943031737228482e-04 3.516868896471334605e+00
4.452648992818685619e-02 3.922051195970160096e-04 1.202356033685440286e-02 7.696263387901355196e-04 3.447910682815034100e+00
4.541701972675060012e-02 4.000492219889564371e-04 1.129494815795279057e-02 7.099098109166555436e-04 3.380304590995130809e+00
4.632536012128561642e-02 4.080502064287354585e-04 9.309801067442988187e-03 5.338060093640176499e-04 3.314024108818755643e+00
4.725186732371132459e-02 4.162112105573101840e-04 8.628477089368594838e-03 5.206667910537234262e-04 3.249043243939956582e+00
4.819690467018555163e-02 4.245354347684564527e-04 7.517842981760507366e-03 4.901685591016275443e-04 3.185336513666624292e+00
4.916084276358925753e-02 4.330261434638255471e-04 5.965745076656616547e-03 4.387325088810959534e-04 3.122878934967278752e+00
5.014405961886105045e-02 4.416866663331020298e-04 5.151781929635788730e-03 4.109081464259238255e-04 3.061646014673802263e+00
5.114694081123827285e-02 4.505203996597641485e-04 3.880950580882538449e-03 3.133421786830749376e-04 3.001613739876276554e+00
5.216987962746303525e-02 4.595308076529593089e-04 3.330894042241792571e-03 2.903995537429625035e-04 2.942758568506153694e+00
5.321327722001229638e-02 4.687214238060185591e-04 3.017408123791102438e-03 2.793800300225708806e-04 2.885057420104072179e+00
5.427754276441255216e-02 4.780958522821390105e-04 2.544265018952178350e-03 2.573363208328836339e-04 2.828487666768698006e+00
5.536309361970080667e-02 4.876577693277817202e-04 1.572201348362512298e-03 2.048440197800225422e-04 2.773027124283037104e+00
5.647035549209481614e-02 4.974109247143375422e-04 1.355785135171778044e-03 1.918669056256168794e-04 2.718654043414742372e+00
5.759976260193670761e-02 5.073591432086240827e-04 1.008657644784399527e-03 1.456605959950031171e-04 2.665347101387002482e+00
5.875175785397544759e-02 5.175063260727966272e-04 7.463323097918799160e-04 1.262002527311947007e-04 2.613085393516668908e+00
5.992679301105496154e-02 5.278564525942525988e-04 6.556517178075006551e-04 1.197443145600250519e-04 2.561848425016342023e+00
6.112532887127605785e-02 5.384135816461376768e-04 3.316236292889989138e-04 8.563904933171029115e-05 2.511616102957197949e+00
6.234783544870158012e-02 5.491818532790604043e-04 2.285609800694825408e-04 7.228558754255000253e-05 2.462368728389409789e+00
6.359479215767561977e-02 5.601654903446416818e-04 6.688664942477481727e-05 3.861831651069906054e-05 2.414086988617068386e+00
6.486668800082912023e-02 5.713688001515343810e-04 8.586270553385136556e-05 4.293319582841436738e-05 2.366751949624577023e+00
6.616402176084572317e-02 5.827961761545652269e-04 8.814067251333127136e-05 4.407227840840871402e-05 2.320345048651545561e+00
6.748730219606262348e-02 5.944520996776564079e-04 2.231097030409852453e-05 2.231121919240825304e-05 2.274848086913280110e+00
6.883704823998389177e-02 6.063411416712098526e-04 6.841505131128848506e-05 3.950079944647582708e-05 2.230243222463999864e+00
7.021378920478354990e-02 6.184679645046337526e-04 9.251335661586142060e-05 4.625881793873383002e-05 2.186512963200000215e+00
7.161806498887922368e-02 6.308373237947264688e-04 1.313473612315128566e-04 5.874418324249820690e-05 2.143640160000000350e+00
7.305042628865680843e-02 6.434540702706211457e-04 1.115884617530547406e-04 5.579734378588770507e-05 2.101608000000000143e+00
7.451143481442995542e-02 6.563231516760334927e-04 2.556745547001505639e-04 8.523574578340471070e-05 2.060400000000000009e+00
7.600166351071854787e-02 6.694496147095541127e-04 4.015949054817704732e-04 1.073523027632678509e-04 2.020000000000000018e+00
